DateTime,zone1_Laayoune,zone2_Laayoune,zone3_Laayoune,zone4_Laayoune,zone5_Laayoune,zone1_Boujdour,zone2_Boujdour,zone3_Boujdour,zone1_FoumEloued,zone2_FoumEloued,zone3_FoumEloued,zone4_FoumEloued,zone5_FoumEloued,zone6_FoumEloued,zone7_FoumEloued,zone1_Marrakech,zone2_Marrakech
2022-09-14 17:00:00,73.97001706274204,121.549940075012,160.19263442057002,120.981961106954,102.3348414534845,59.7458706284525,14.9800387265375,60.6437766828072,133.6967040607575,208.1128892332965,195.358190791857,90.7405368647164,17.0366415013502,12.6740258911309,192.455213048992,,
2022-09-14 17:30:00,79.18211925208207,125.72487515547033,161.70945463570933,119.25593503486199,102.51052989372432,60.30549284065933,15.3321036111111,60.11513210707034,138.69257245508732,205.81433643041532,196.95905785643833,88.76891247615833,16.24475070793053,12.9091138252858,193.042421460072,,
2022-09-14 18:00:00,84.84926246319499,132.62681332424168,168.14052523542367,121.56288420156135,104.11449231873333,64.61341944444443,15.988799166666666,60.0576107599544,143.936831177806,210.90378129621135,195.72610884644436,91.94936101797411,18.635675393825036,12.533267370940367,194.08439665834635,,
2022-09-14 18:30:00,92.6253816435043,139.32474817493934,173.7862211460857,124.40313484129133,107.622769866443,64.90109388888891,16.5660731933734,57.377846944444464,148.109085482511,213.69887070439833,198.06293291829468,93.05576836282937,18.937639449940864,12.4332978973418,192.29993882237736,,
2022-09-14 19:00:00,105.36151322577933,160.62724845156467,200.55643165513197,141.767546566736,133.95917003721033,65.5552522222222,17.1115507981342,53.71330763408263,144.10297069845467,206.827402106842,196.87600616916498,95.93055885708283,18.169706564049864,12.6027995153306,190.914967502142,,
2022-09-14 19:30:00,108.67665057159,164.539254205538,201.5908876915943,145.80804434877567,136.758924702313,66.9470434054025,18.411869064047966,54.91878433111313,146.12301589458102,214.638515932714,202.530390668359,97.46264613034464,17.8128231017165,12.8175374554381,184.95164011847768,,
2022-09-14 20:00:00,109.30383998069199,159.55873523972568,199.64165868651068,142.06649407753267,136.58837104601068,77.3005878264505,23.822710555555563,62.124010600036065,142.182658591998,215.20159127008966,208.19036865969133,101.99879194246834,17.0495311850754,16.228617698409035,187.83240311565135,,
2022-09-14 20:30:00,106.300102538177,158.349324949328,199.29256835814965,141.00143458323032,138.55352018429366,82.59591182370256,25.559061111111102,67.33457297525253,142.12142684998133,213.08377094545267,208.18299093988,99.0205153205929,14.5907538912428,18.308217264346236,200.15265147923,,
2022-09-14 21:00:00,106.17720062007034,159.05115835178,197.45848227222936,139.961136115485,142.14022335535867,85.286665,25.982824444444432,67.47551084840457,143.37762144686965,200.30779232470832,205.41895846863133,97.98456446486983,13.9787220637826,18.0462986005399,194.47845440839203,,
2022-09-14 21:30:00,107.34884453372867,157.539045624634,195.28581981069865,139.797847454313,143.50538959375532,87.81509472222223,25.8392661111111,74.0986222222222,146.19826220312532,203.40476820986433,195.41342159843734,96.55604032688655,13.867527103365333,18.3734632217013,195.14738557101398,,
